url,address,name,online_order,book_table,rate,votes,phone,location,rest_type,dish_liked,cuisines,approx_cost(for two people),listed_in(type),Soup,name_address
https://www.zomato.com/bangalore/awadh-biryani-hsr?context=eyJzZSI6eyJlIjpbIjE4ODgxNDcyIiwiMTg4ODgxMDkiLCIxODg4ODM0MSIsIjE4NjM0MzE0IiwxODU5ODU2NCwiMTg3MjA1MzgiLCIxODcyNzU4NiIsIjE4OTQ1MjM5IiwiMTg1MTY5MjUiLCIxODU1NTIyOCIsIjE4Mzk0MTMyIiwiMTg1NjU2ODkiLCIxODU0MTI4NSIsIjE4OTI3NjAxIiwiMTg3Nzg2ODgiLCIxODIxNjY3MyIsIjE4MjYwMDU5Il0sInQiOiJEZWxpdmVyeSBSZXN0YXVyYW50cyBpbiBIU1IifX0=,"Sai Poorna Premier Apartment, Harlur Road, Near HSR, Bangalore",Awadh Biryani, , ,-,0,+91 9632944118,HSR,-,-,"Biryani, Kebab",350,Delivery,hsr awadh biryani biryani kebab delivery,"Awadh Biryani,Sai Poorna Premier Apartment, Harlur Road, Near HSR, Bangalore"
https://www.zomato.com/bangalore/pot-biryani-new-bel-road?context=eyJzZSI6eyJlIjpbIjUxOTgwIiwiNTM4MTkiLCI1MjAwMiIsIjE4Nzk1ODE0IiwxODMzMzEzOSwiMTg0ODcxNzAiLCI1NzczOSIsIjE4ODY4NDI4IiwiNTA1MDYiLCIxODM2OTgzMCIsIjE4ODUyOTEwIiwiMTg1NDUyNjkiLCI1NTE3NCIsIjE4ODU2OTE1IiwiNTU0MjkiXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIE1hbGxlc2h3YXJhbSJ9fQ==,"12, Deepak Mansion, 2nd Cross, MSR College Road, Mathikere, New BEL Road, Bangalore",Pot Biryani,online order, ,3.8 /5,154,"+91 7406745444
+91 7406746444",New BEL Road,Quick Bites,Biryani,"North Indian, Chinese, Biryani",450,Delivery,new bel road pot biryani online order quick bites biryani north indian chinese biryani delivery,"Pot Biryani,12, Deepak Mansion, 2nd Cross, MSR College Road, Mathikere, New BEL Road, Bangalore"
https://www.zomato.com/bangalore/curries-pickles-electronic-city?context=eyJzZSI6eyJlIjpbIjE4Nzk2OTk3IiwiMTg1Njk3NzIiLCIxODIzNDYwNyIsIjE4NzgyOTI0IiwxODI3NTAyNiwiMTg2NDkzNTIiLCI2MTMyNCIsIjE4Nzk5MzczIiwiNTE5NzgiLCIxODcxNjEwNSIsIjE4NTk3ODkwIiwiMTgxNjAxMTUiLCIxODcyNjA2MSIsIjE4ODI1NTg3IiwiMTgxNjAxMDciLCI1NzM3MSIsIjU5MzUyIiwiMTg0ODkxMTAiXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIEVsZWN0cm9uaWMgQ2l0eSJ9fQ==,"33/33, Opposite SLR Spirits, Doodathogur , Velankani Road, Electronic City, Bangalore",Curries & Pickles,online order, ,3.4/5,35,+91 8884109666,Electronic City,Quick Bites,-,"Andhra, Biryani, Chinese",400,Delivery,electronic city curries pickles online order quick bites andhra biryani chinese delivery,"Curries & Pickles,33/33, Opposite SLR Spirits, Doodathogur , Velankani Road, Electronic City, Bangalore"
https://www.zomato.com/bangalore/chungs-pavilion-indiranagar?context=eyJzZSI6eyJlIjpbIjE4NzQ5MTQyIiwiNTUzNTMiLCIxODQ5Mzg5MyIsIjE4Njc1NjA1Iiw1MDI4NywiMTgwNDgyMjQiLCIxODQzMDc2NiIsIjE4NjY2MTI5IiwiMTg2MzIyNTgiLCIxODY4MDEwNyIsIjE4NjYwNzYxIiwiMTg5NDYzMTciLCIxODQzNDU3MSIsIjUwMzUzIiwiMTgyOTgyMzEiLCIxODg1NjkxNyJdLCJ0IjoiRGVsaXZlcnkgUmVzdGF1cmFudHMgaW4gSW5kaXJhbmFnYXIifX0=,"#3047, 80 ft. Road, Indiranagar",Chungs Pavilion,online order, ,3.9/5,247,"080 25254142
080 25285403",Indiranagar,Casual Dining,"Noodles, Drunken Chicken Wings, Sweet Corn Soup, Spring Roll",Chinese,650,Delivery,indiranagar chungs pavilion online order casual dining noodles drunken chicken wings sweet corn soup spring roll chinese delivery,"Chungs Pavilion,#3047, 80 ft. Road, Indiranagar"
https://www.zomato.com/bangalore/navyas-btm?context=eyJzZSI6eyJlIjpbIjUzMTE2IiwiMTgyNDY0OTkiLCIxODgwODA0NCIsIjU3ODkwIiwxODYyNDg5OCwiMTgzODI5NTAiLCIxODU4MzA1MCIsIjE4MzA2MDE1IiwiMTgzOTY3ODMiLCIxODY4NzEzMSIsIjU2NzcxIiwiNjEwNDAiLCI1NTM4OCIsIjE4NTU3NDg0IiwiMTg2MTk2MjgiXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIEtvcmFtYW5nYWxhIDR0aCBCbG9jayJ9fQ==,"No 9 Roopenagrahara, backside of Mahendra showroom, BomNahalli, Bangalore Landmark Dorothy?s kitchen",Navya's,online order, ,2.5/5,47,"+91 7259100489
+91 7259100504",Bommanahalli,Casual Dining,-,"Hyderabadi, Biryani, North Indian",800,Delivery,bommanahalli navya s online order casual dining hyderabadi biryani north indian delivery,"Navya's,No 9 Roopenagrahara, backside of Mahendra showroom, BomNahalli, Bangalore Landmark Dorothy?s kitchen"
https://www.zomato.com/bangalore/cafe-coffee-day-11-jayanagar?context=eyJzZSI6eyJlIjpbIjU3NjM3IiwiMTgzNTUyODIiLCIxODU3MTE4NCIsIjUxNzA5Iiw1NjE0OCwiMTg4ODE2NzciLCIxODU5OTU0OCIsIjE4MjgwNTk0IiwiMTg4ODYxMzkiLCIxODU0Nzg4NCIsIjE4NzE2MDYxIiwiMTg2MTM4MDIiLCIxODU0NzMyOCIsIjE4NjU1MzA0IiwiMTgzMDQ3NTYiXSwidCI6IkNhZlx1MDBlOXMgYW5kIERlbGlzIGluIEpheWFuYWdhciJ9fQ==,"Brigade Homestead, Ashoka Pillar, Jayanagar, Bangalore",Cafe Coffee Day,online order, ,2.9/5,33,+91 8032486306,Jayanagar,Cafe,-,Cafe,650,Cafes,jayanagar cafe coffee day online order cafe cafe cafes,"Cafe Coffee Day,Brigade Homestead, Ashoka Pillar, Jayanagar, Bangalore"
https://www.zomato.com/bangalore/indira-darshini-1-frazer-town?context=eyJzZSI6eyJlIjpbIjE4MzMzMTQzIiwiNTg3MjIiLCI1NTM4MyIsIjE4MzA1NjM1IiwxODIzMTE4NywiNTg3MjAiLCI1NjIwOCIsIjU0MDc3IiwiMTg2NjEzMjYiLCIxODQ0ODM4MCIsIjE4NDk0MDY0IiwiNTA2MzMiLCI1MTc4OSIsIjE4NTgyODg4IiwiMTg0NDk5NzUiXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIEJyaWdhZGUgUm9hZCJ9fQ==,"12/1, 1st Main Road, Nandidurga Road, Jayamahal Extension, Bangalore, Frazer Town, Bangalore",Indira Darshini,online order, ,3.6/5,27,+91 8884498731,Frazer Town,Quick Bites,-,"South Indian, Chinese",200,Delivery,frazer town indira darshini online order quick bites south indian chinese delivery,"Indira Darshini,12/1, 1st Main Road, Nandidurga Road, Jayamahal Extension, Bangalore, Frazer Town, Bangalore"
https://www.zomato.com/bangalore/jade-ejipura?context=eyJzZSI6eyJlIjpbIjE4MjE2Njg4IiwiMTg3MDkzMTEiLCIxODU0MDE3OSIsIjE4NTAzNzM2Iiw1NTQxMSwiNjE2MDIiLCI1OTY2NSIsIjE4NDcyMzkyIiwiMTg5NDU0MDgiLCIxODU5MTIwMSIsIjE4NjM1MTkyIiwiMTg0NjAwNjAiLCIxODIyMTU5MCIsIjE4NzQxMTE0IiwiMTg2MDUzOTkiLCIxODE3MzA4OCIsIjE4MzA1NjU5IiwiNTE0MTgiLCI1MzM2MiIsIjU5MzU0IiwiMTg5NTkxODgiLCI1MTgyOCIsIjYxMzgxIiwiMTgzMDU2MjgiXSwidCI6IkRpbmUtT3V0IFJlc3RhdXJhbnRzIGluIEtvcmFtYW5nYWxhIDR0aCBCbG9jayJ9fQ==,"Hotel Shilton Royale, 9, 100 Feet Road, Inner Ring Road, Ejipura, Bangalore",Jade, , ,3.3 /5,6,080 40607777,Ejipura,Casual Dining,-,"Continental, American",900,Dine-out,ejipura jade casual dining continental american dine out,"Jade,Hotel Shilton Royale, 9, 100 Feet Road, Inner Ring Road, Ejipura, Bangalore"
https://www.zomato.com/bangalore/rolla-rappa-hsr?context=eyJzZSI6eyJlIjpbIjE4NTU0NjE5IiwiMTg4MDA5NjEiLCIxODU1NjQ2OSIsIjUwMDYzIiwxODYxNTAxNiwiMTg3OTkzOTUiLCI1MzIxMiIsIjE4MDQ4MjY3IiwiNjEyNzkiLCIxODkyODE4NSIsIjE4ODc1NzIyIiwiMTgzOTY3NzUiLCIxODcxMTg1OCIsIjE4NTQ1Mzg4IiwiMTg4MjI2MzIiLCIxODgwODIyOSIsIjU5MTk4IiwiMTg3NzA5MzQiLCI2MTU3OSJdLCJ0IjoiRGVsaXZlcnkgUmVzdGF1cmFudHMgaW4gQlRNIn19,"OYO Flagship 674, 21st Cross, 4th Main, Sector 7, HSR, Bangalore",Rolla Rappa,online order, ,3.6/5,176,+91 8147491682,HSR,Delivery,"Rolls, Tandoori Momos, Soya Chaap, Peri Peri Chicken Roll, Chicken Biryani, Fries, Paneer Roll","Biryani, Fast Food, Rolls, Momos",400,Delivery,hsr rolla rappa online order delivery rolls tandoori momos soya chaap peri peri chicken roll chicken biryani fries paneer roll biryani fast food rolls momos delivery,"Rolla Rappa,OYO Flagship 674, 21st Cross, 4th Main, Sector 7, HSR, Bangalore"
https://www.zomato.com/bangalore/tang-of-jamaica-kalyan-nagar?context=eyJzZSI6eyJlIjpbIjYxMTYwIiwiMTg3MDA0MTQiLCIxODE3MzA1NyIsIjE4NjQzNjgwIiw1MjE2MiwiMTgzOTEwMjQiLCI2MTM3MyIsIjE4ODE1MjQxIiwiMTg1NjkxNTkiLCI1OTYzMyIsIjE4NjU3NzY2IiwiMTg2NjQ0MTIiLCIxODM2NjY1OCIsIjUyMTgzIiwiNjA4NTciXSwidCI6IkRpbmUtT3V0IFJlc3RhdXJhbnRzIGluIEthbHlhbiBOYWdhciJ9fQ==,"Hotel Jamayca, 4-GM-426, 2nd Block, HRBR Layout, Outer Ring Road, Kalyan Nagar, Bangalore",Tang of Jamaica, , ,3.4/5,28,"+91 8088822665
+91 9972413844",Kalyan Nagar,Casual Dining,-,"American, Mexican, BBQ",900,Dine-out,kalyan nagar tang of jamaica casual dining american mexican bbq dine out,"Tang of Jamaica,Hotel Jamayca, 4-GM-426, 2nd Block, HRBR Layout, Outer Ring Road, Kalyan Nagar, Bangalore"
https://www.zomato.com/bangalore/bao-grills-whitefield-bangalore?context=eyJzZSI6eyJlIjpbIjU3MDUzIiwiMTg4NTE3NjEiLCIxODkyMjI2OCIsIjE4NzQ3MDYwIiwxODQ0MzEwOSwiMTg0NTA4ODEiLCI2MTA3NSIsIjE4NzQ1MDU3IiwiMTg2MzI0MTkiLCI2MDcyNCIsIjU0MTU1IiwiMTg1ODQyNzEiLCIxODQ3MDc5MyIsIjU3MjAwIiwiMTg1NjI0MzkiXSwidCI6IkRpbmUtT3V0IFJlc3RhdXJhbnRzIGluIFdoaXRlZmllbGQifX0=,"2nd Floor, Phoenix Market City Mall, Whitefield, Bangalore",Bao & Grills,online order, ,3.0 /5,112,+91 9844803028,Whitefield,Food Court,"Noodles, Momos, Veg Sizzler, Chicken Teriyaki Bao, Vegetable Dumplings","Chinese, Asian",600,Dine-out,whitefield bao grills online order food court noodles momos veg sizzler chicken teriyaki bao vegetable dumplings chinese asian dine out,"Bao & Grills,2nd Floor, Phoenix Market City Mall, Whitefield, Bangalore"
https://www.zomato.com/bangalore/yummy-tummy-bellandur?context=eyJzZSI6eyJlIjpbIjUxNzcyIiwiMTg2NDk5NzEiLCIxODg0MDQxMCIsIjE4MzkxMDM2IiwxODM2MjQzMiwiMTg1MzkxNjkiLCIxODg3NDI5MSIsIjE4MjUwMTY5IiwiMTg4MDgwMzciLCIxODgwMDY1MCIsIjE4NTMxMDc3IiwiMTg5MjQ0MDMiLCIxODgwNzcxMyIsIjE4NjQ2NDU1IiwiNTM5MTMiLCI1Nzk4MCIsIjE4NTg4NjI1IiwiMTg1NjU3MDEiLCIxODY5MjAzMyIsIjE4OTIyNDAwIiwiMTg3MjM0NjQiLCIxODcyMzgzNiIsIjE4NzM0ODA0IiwiMTg3MTg2ODciXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIEJlbGxhbmR1ciJ9fQ==,"61, Green Glen Layout, Bellandur, Bangalore",Yummy Tummy,online order, ,3.0/5,111,+91 9148842570,Bellandur,Quick Bites,"Rolls, Paratha","Rolls, North Indian, Chinese, Biryani",400,Delivery,bellandur yummy tummy online order quick bites rolls paratha rolls north indian chinese biryani delivery,"Yummy Tummy,61, Green Glen Layout, Bellandur, Bangalore"
https://www.zomato.com/bangalore/south-parade-the-chancery-hotel-lavelle-road-bangalore?context=eyJzZSI6eyJlIjpbIjUxNDM5IiwiNTA3NjkiLCI1MDY5OSIsIjUyMTc1Iiw1MTk0MSwiNTEzNjciLCI1MDMzMSIsIjUwOTIwIiwiNTMyMTgiLCI1Mzc1MiIsIjYxNTgzIiwiMTg1MTg1NTYiLCI1MjM5NSIsIjUyMzE3IiwiNTQwOTIiLCIxODU4OTA1OSIsIjUyMzUyIiwiNTk4MzciLCI1NDA5MSIsIjU4MDIxIiwiNTQwNTAiLCI1MjU3OSJdLCJ0IjoiUmVzdGF1cmFudHMgaW4gQnJpZ2FkZSBSb2FkIHNlcnZpbmcgQnVmZmV0In19,"The Chancery Hotel, Lavelle Road, Bangalore",South Parade - The Chancery Hotel, , ,3.1/5,120,"+91 9972976627
080 22276767",Lavelle Road,"Casual Dining, Bar","Breakfast Buffet, Salads","North Indian, Continental, Chinese","1,200",Buffet,lavelle road south parade the chancery hotel casual dining bar breakfast buffet salads north indian continental chinese buffet,"South Parade - The Chancery Hotel,The Chancery Hotel, Lavelle Road, Bangalore"
https://www.zomato.com/bangalore/on-the-nose-btm?context=eyJzZSI6eyJlIjpbIjE4NzA2OTAxIiwiMTg0NjAwNzYiLCIxODY3NTY4NCIsIjE4Njc5MjgzIiwxODM3Nzk0MSwiMTg2MjI4MDIiLCIxODY0MjkzMyIsIjE4NTk1ODQyIiwiMTg0NjAwNTQiLCIxODYzMzgzMyIsIjE4NjU4OTg3IiwiMTg4OTA0MDUiLCI2MDE2MyIsIjE4MjAyOTg4IiwiMTg3ODM1NDIiLCIxODUzMTcyMyIsIjUzMDQwIiwiMTg1MzYyOTEiLCI2MDk3OSIsIjE4ODAxMDUwIiwiNTE0NDYiLCI1MTQwNiJdLCJ0IjoiRGVsaXZlcnkgUmVzdGF1cmFudHMgaW4gQmFubmVyZ2hhdHRhIFJvYWQifX0=,"268, 6th Main, 2nd Stage, BTM, Bangalore",On The Nose,online order, ,3.8/5,613,"080 42008978
+91 9886625960",BTM,Cafe,"Pasta, Sandwiches, Peppy Paneer Pizza, Sandwich, Thick Shakes, Onion Rings, Tomato Soup","Cafe, Italian, Mexican, Chinese",600,Delivery,btm on the nose online order cafe pasta sandwiches peppy paneer pizza sandwich thick shakes onion rings tomato soup cafe italian mexican chinese delivery,"On The Nose,268, 6th Main, 2nd Stage, BTM, Bangalore"
https://www.zomato.com/bangalore/canopy-flavours-hsr?context=eyJzZSI6eyJlIjpbIjU0NDQwIiwiMTg2MjkzNDEiLCIxODI5ODI0MSIsIjE4NDUwOTEyIiwxODI3ODIyNSwiMTg4MDA2NzIiLCIxODcyODQ2NSIsIjE4NDEyMTI3IiwiMTg0MjYzNzQiLCIxODYzMTE5OSIsIjE4Njk0MjAwIiwiNTQ2NzYiLCIxODUxMjQ0MSIsIjE4MjkwMDQ2IiwiMTg2MzcwODAiLCIxODQ5NDA4MyIsIjE4NDA3OTI1IiwiMTg1Njk3NjgiLCIxODcyODI3NiIsIjE4OTU0MzI1Il0sInQiOiJDYWZcdTAwZTlzIGFuZCBEZWxpcyBpbiBIU1IifX0=,"241, 17th Cross, 9th Main, 6th Sector, HSR, Bangalore",Canopy Flavours, , ,2.6/5,49,"+91 9845393655
+91 9900098999",HSR,Cafe,"Sandwich, Burgers","Cafe, Fast Food",450,Cafes,hsr canopy flavours cafe sandwich burgers cafe fast food cafes,"Canopy Flavours,241, 17th Cross, 9th Main, 6th Sector, HSR, Bangalore"
https://www.zomato.com/bangalore/smallys-resto-cafe-koramangala-5th-block?context=eyJzZSI6eyJlIjpbIjE4MjM3OTE5IiwiMTgyNjM0MjkiLCIxODYwMTY2NiIsIjE4MjQ2NDk5IiwxODQ2ODgzOSwiMTg4Nzc1MzQiLCIxODYxMzgwMiIsIjE4NjU1MzA0IiwiMTg3NzEwMDAiLCIxODM1OTkxOSIsIjE4NTM0MDg5IiwiMTg4NjU4ODUiLCIxODYwNjkxMSIsIjE4NDI0MDYwIiwiMTg1NTg0MjQiLCIxODY2NjI0NyIsIjE4NjY2Mjg3Il0sInQiOiJDYWZcdTAwZTlzIGFuZCBEZWxpcyBpbiBCVE0ifX0=,"75/2, 17th Main, Hosur Road, Koramangala 5th Block, Bangalore",Smally's Resto Cafe,online order,book table,4.2/5,1692,"+91 7406772442
+91 7406772332",Koramangala 5th Block,Cafe,"Burgers, Pasta, Chocolate Mousse, Potato Wedges, Cup Cake, Cheesy Fries, Peri Peri Chicken","Cafe, Italian, Burger, American, Steak",650,Cafes,koramangala 5th block smally s resto cafe online order book table cafe burgers pasta chocolate mousse potato wedges cup cake cheesy fries peri peri chicken cafe italian burger american steak cafes,"Smally's Resto Cafe,75/2, 17th Main, Hosur Road, Koramangala 5th Block, Bangalore"
https://www.zomato.com/bangalore/sweet-truth-thippasandra?context=eyJzZSI6eyJlIjpbIjE4NzI1NjQ3IiwiMTg5MDM3MTAiLCIxODcxMTEwNSIsIjUzMjY3IiwxODYxMzg4MSwiNTU5NTMiLCIxODgwODMyOCIsIjE4ODgyNDMyIiwiNTQwNzIiLCI1MTc0MiIsIjE4NzU3NTk0IiwiNTc2NjIiLCIxODUxMzY0OSIsIjE4Mzg3Mzg4IiwiMTg2NjQ4ODkiXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIEluZGlyYW5hZ2FyIn19,"1, PID Number 74-153-1, Maruti Sankeema, New Thipasandra Main Road, HAL Third Stage, Thippasandra, Bangalore",Sweet Truth,online order, ,4.0/5,28,+91 7710055553,Thippasandra,Bakery,-,"Bakery, Desserts",500,Delivery,thippasandra sweet truth online order bakery bakery desserts delivery,"Sweet Truth,1, PID Number 74-153-1, Maruti Sankeema, New Thipasandra Main Road, HAL Third Stage, Thippasandra, Bangalore"
https://www.zomato.com/bangalore/danny-lambas-punjabi-dhaba-indiranagar?context=eyJzZSI6eyJlIjpbIjE4NTQwMTU1IiwiMTg1NDAxNTciLCI1MDI3MCIsIjE4NjMxNTUwIiw1MDM1MywiMTg3MTE3MTciLCIxODcxOTAwNSIsIjE4NTUxNTkyIiwiNTAyODEiLCIxODI0NjUzMiIsIjE4NzgxNDAwIiwiNTIyODgiLCIxODc3OTA1NCIsIjUzMjE2IiwiNTgzMzciXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIEJyaWdhZGUgUm9hZCJ9fQ==,"17, BDA Complex, Off Double Road, Indiranagar, Bangalore",Danny Lambas Punjabi Dhaba,online order, ,3.5/5,98,+91 9343775155,Indiranagar,Casual Dining,"Tandoori Chicken, Paneer Makhani, Mutton Roganjosh, Paratha, Aloo Jeera, Butter Chicken","North Indian, Chinese, Biryani",600,Delivery,indiranagar danny lambas punjabi dhaba online order casual dining tandoori chicken paneer makhani mutton roganjosh paratha aloo jeera butter chicken north indian chinese biryani delivery,"Danny Lambas Punjabi Dhaba,17, BDA Complex, Off Double Road, Indiranagar, Bangalore"
https://www.zomato.com/bangalore/funky-food-electronic-city-bangalore?context=eyJzZSI6eyJlIjpbIjE4MTYwMDk2IiwiMTg3Nzc4ODgiLCIxODc4NDMzMiIsIjE4MjA4MzYwIiwxODcxMzkxNSwiNTg4MDciLCIxODM3MTIzOSIsIjE4MzcxMjM3IiwiMTg3NTkwMjkiLCIxODE0ODk1OSIsIjE4Njg3MDUwIiwiMTg3MDM4MTkiLCIxODU5NzE1MSIsIjE4NDY4ODEzIiwiMTg2Mjg5MjYiXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIEVsZWN0cm9uaWMgQ2l0eSJ9fQ==,"Itina Mahveer, Neladri, Phase 1, Electronic City, Bengaluru",Funky Food, , ,-,0,06362 406079,Electronic City,Delivery,-,"Fast Food, Desserts, Beverages",60,Delivery,electronic city funky food delivery fast food desserts beverages delivery,"Funky Food,Itina Mahveer, Neladri, Phase 1, Electronic City, Bengaluru"
https://www.zomato.com/bangalore/alampur-bar-and-restaurant-race-course-road?context=eyJzZSI6eyJlIjpbIjE4Mzg1NDM0IiwiMTg0NTIzODciLCIxODg4NjI4OCIsIjE4NjgwMDM1Iiw1NDMxNiwiMTg2MzM1NDciLCI1MTkxMyIsIjE4NzA1MDczIiwiNTk2OTkiLCIxODQ1NzYwMiIsIjE4NzYzMTk0IiwiNTM0OTciLCIxODc4OTgyNCIsIjE4NzYwOTI2IiwiMTg4NjgwMzciLCIxODc1NjIzMSIsIjUwMzYxIiwiMTg4MTEwMjQiLCIxODY1ODMzMiJdLCJ0IjoiRGVsaXZlcnkgUmVzdGF1cmFudHMgaW4gQnJpZ2FkZSBSb2FkIn19,"Chalukya Hotel, 44, High Grounds, Race Course Road, Bangalore",Alampur Bar And Restaurant,online order, ,3.7/5,42,080 22256578,Race Course Road,Casual Dining,"Thali, Chicken Biryani","Chinese, South Indian, North Indian",900,Delivery,race course road alampur bar and restaurant online order casual dining thali chicken biryani chinese south indian north indian delivery,"Alampur Bar And Restaurant,Chalukya Hotel, 44, High Grounds, Race Course Road, Bangalore"
https://www.zomato.com/bangalore/royal-bakes-koramangala-1st-block-bangalore?context=eyJzZSI6eyJlIjpbIjE4NTgxOTMzIiwiMTg1OTM1MDYiLCIxODY1NTI4MSIsIjU1NTQwIiwxODkzOTc5NSwiMTgyNDY0ODciLCI1NjExMSIsIjE4NzAyNjQ0IiwiMTgxNjM4NTAiLCIxODQ5NDA1OSIsIjE4NjM4MTQwIiwiMTg5MzM5MzgiLCIxODcyNzgyMiIsIjE4NDQ4MzcxIiwiMTg4Njk2ODgiXSwidCI6IkRlc3NlcnRzICYgQmFrZXMgaW4gSFNSIn19,"5th Cross Road, T.R, Mirajkar Building, Venkatapura Main Road, Jakkasandra, 1st Block, Koramangala, HSR Layout 5th Sector, Bangalore",Royal Bakes, , ,NEW,0,+91 9745310676,Koramangala 1st Block,Bakery,-,Bakery,200,Desserts,koramangala 1st block royal bakes bakery bakery desserts,"Royal Bakes,5th Cross Road, T.R, Mirajkar Building, Venkatapura Main Road, Jakkasandra, 1st Block, Koramangala, HSR Layout 5th Sector, Bangalore"
https://www.zomato.com/bangalore/bhama-new2de-brookefield?context=eyJzZSI6eyJlIjpbIjE4ODk5ODk1IiwiMTg5MjI1NzMiLCIxODkzMjY5OSIsIjE4OTIzMzU2IiwxODQ4OTExMywiMTg1MzcxODMiLCIxODQ4OTExMSIsIjE4NjcyMTYyIiwiMTg3MTg2ODkiLCIxODc2NjU4OSIsIjE4OTQ3NDMzIiwiNTc3MTciLCI1MzQ4MSIsIjE4NTk0NTYxIiwiMTgyNDY1MTYiXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIEJyb29rZWZpZWxkIn19,"305, Sriram Spurthy, AECS Layout, Brookefield, Bangalore",Bhama New2De, , ,-,0,+91 8210424834,Brookefield,"Takeaway, Delivery",-,"North Indian, Chinese, Italian",200,Delivery,brookefield bhama new2de takeaway delivery north indian chinese italian delivery,"Bhama New2De,305, Sriram Spurthy, AECS Layout, Brookefield, Bangalore"
https://www.zomato.com/bangalore/abs-absolute-barbecues-whitefield?context=eyJzZSI6eyJlIjpbIjE4NzYwMDYxIiwiMTg3OTA5OTQiLCI1MTQ5OCIsMTg1NjEzOTgsIjE4NjMxODQxIiwiNTQzMzQiLCIxODczNDMxMSIsIjU5MDgyIiwiNTM3ODQiLCIxODYzMDUxNSIsIjE4Nzg4MDE4IiwiNTQxNDgiLCIxODg5MzI1OCIsIjE4NDU0MzcyIl0sInQiOiJSZXN0YXVyYW50cyBpbiBCcm9va2VmaWVsZCBzZXJ2aW5nIEJ1ZmZldCJ9fQ==,"2nd Floor, I20-A2, EPIP Zone, Near Vydehi Hospital, Whitefield, Bangalore",AB's - Absolute Barbecues, ,book table,4.8/5,2882,040 45659913,Whitefield,Casual Dining,"Mutton Roganjosh, Mutton Keema, Mutton Curry, Macaroon, Paan Ice Cream, Sea Food, Prawn","European, Mediterranean, North Indian, BBQ","1,600",Buffet,whitefield ab s absolute barbecues book table casual dining mutton roganjosh mutton keema mutton curry macaroon paan ice cream sea food prawn european mediterranean north indian bbq buffet,"AB's - Absolute Barbecues,2nd Floor, I20-A2, EPIP Zone, Near Vydehi Hospital, Whitefield, Bangalore"
https://www.zomato.com/bangalore/bottle-genie-hsr-bangalore?context=eyJzZSI6eyJlIjpbIjE4ODE0NDU3IiwiMTg4MjE3MTUiLCIxODgxOTM2MiIsIjE4ODE5NDEyIiwxODgxOTkyNiwiMTg4MTk5OTEiLCIxODgyMDYyNSIsIjE4ODI0ODgxIiwiMTg4MDc3MTMiLCIxODgwODUwNCIsIjE4ODA5MTAwIiwiMTg3OTc3ODAiLCIxODc5NzYzNyIsIjE4ODAwMzU4IiwiMTg4MDYzNzciXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIEhTUiJ9fQ==,"Fresh Menu, No,526/A, Ganesh Complex, Ground Floor, 18th Main Road, Near to HSR Club, 3rd Sector, HSR Layout, Bangalore-560102.",Bottle Genie,online order, ,-,0,+91 8041155688,HSR,Beverage Shop,-,Beverages,350,Delivery,hsr bottle genie online order beverage shop beverages delivery,"Bottle Genie,Fresh Menu, No,526/A, Ganesh Complex, Ground Floor, 18th Main Road, Near to HSR Club, 3rd Sector, HSR Layout, Bangalore-560102."
https://www.zomato.com/bangalore/pizza-hut-indiranagar?context=eyJzZSI6eyJlIjpbIjE4Mjk4MjM1IiwiMTg2ODI2NTAiLCIxODcxMTA5MyIsIjUzNDQ5Iiw1MDgwMiwiMTg4NTQzMTQiLCIxODIwMzAxMSIsIjU3Nzk4IiwiNTI1NTMiLCIxODgyNDA4OSIsIjE4ODU2OTE5IiwiNTQzOTciLCIxODQ4MDAyNCIsIjE4NjgzOTYyIiwiMTg3NTU0MDYiXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIEluZGlyYW5hZ2FyIn19,"1/A, Ward No 82, NGEF Layout, Binnamangala, CMH Road, Indiranagar, Bangalore",Pizza Hut,online order, ,3.7/5,833,"080 39883988
080 25260999",Indiranagar,Casual Dining,"Cheesy Maxx Pizza, Pasta, Cheesy Garlic Bread, Pane Pizza, Kurkure Pizza","Pizza, Fast Food",750,Delivery,indiranagar pizza hut online order casual dining cheesy maxx pizza pasta cheesy garlic bread pane pizza kurkure pizza pizza fast food delivery,"Pizza Hut,1/A, Ward No 82, NGEF Layout, Binnamangala, CMH Road, Indiranagar, Bangalore"
